# r	g(r)	err
6.161616161616162657e+00 1.192445360647532704e+00 2.716932072325985506e-03
6.242424242424242209e+00 1.271793469539740817e+00 2.769549882171481753e-03
6.323232323232323537e+00 1.325337681380714283e+00 2.791118729704234955e-03
6.404040404040404866e+00 1.336181484331342650e+00 2.767150869299201538e-03
6.484848484848485306e+00 1.310812036646119561e+00 2.706602967564188285e-03
6.565656565656565746e+00 1.270446584025336501e+00 2.631808102587174670e-03
6.646464646464647075e+00 1.215694812674369851e+00 2.543172153139980525e-03
6.727272727272727515e+00 1.149273712147403925e+00 2.443019191839584416e-03
6.808080808080807955e+00 1.084985700296935418e+00 2.345532646210801448e-03
6.888888888888889284e+00 1.030897812268187774e+00 2.259502393487424106e-03
6.969696969696970612e+00 9.958489166422055394e-01 2.195012553025551660e-03
7.050505050505051052e+00 9.668546936080124610e-01 2.138033736164429884e-03
7.131313131313131493e+00 9.501228807159600720e-01 2.095436761572081006e-03
7.212121212121212821e+00 9.457682840723488082e-01 2.067204932754802219e-03
7.292929292929293261e+00 9.407183369490698110e-01 2.038834522264987119e-03
7.373737373737373701e+00 9.340793476456898947e-01 2.009362978127238273e-03
7.454545454545455030e+00 9.183449721308997171e-01 1.970769969345431000e-03
7.535353535353536358e+00 8.943419444658489148e-01 1.923987932177159080e-03
7.616161616161616799e+00 8.789408942808777381e-01 1.887112803244885137e-03
7.696969696969697239e+00 8.591938503455234244e-01 1.846205243094728877e-03
7.777777777777778567e+00 8.451551001885463377e-01 1.812036137236016113e-03
7.858585858585859008e+00 8.517547406516041697e-01 1.800391915460757691e-03
7.939393939393939448e+00 8.766290033133270487e-01 1.807901407804295970e-03
8.020202020202020776e+00 9.197854080309075808e-01 1.833209616053608658e-03
8.101010101010102105e+00 9.718907441671316150e-01 1.865622308065750801e-03
8.181818181818181657e+00 1.025293184690599047e+00 1.897266715473005811e-03
8.262626262626262985e+00 1.082551569511139844e+00 1.930458032779832148e-03
8.343434343434344314e+00 1.124641592786725708e+00 1.948571716968501132e-03
8.424242424242425642e+00 1.162746102954144156e+00 1.962301641051102455e-03
8.505050505050505194e+00 1.177788644630614945e+00 1.956189670451886388e-03
8.585858585858586522e+00 1.181056000520241955e+00 1.940464450767892665e-03
8.666666666666667851e+00 1.167770336079342552e+00 1.911528612292341407e-03
8.747474747474747403e+00 1.142418392683503647e+00 1.873199670124707115e-03
8.828282828282828731e+00 1.109665016295356299e+00 1.829253463545063314e-03
8.909090909090910060e+00 1.075034416746539101e+00 1.784152489794545420e-03
8.989898989898989612e+00 1.034182344478395521e+00 1.734194978502972108e-03
9.070707070707070940e+00 9.985165199693240012e-01 1.688848381332062670e-03
9.151515151515152269e+00 9.740459916257256934e-01 1.653297105653021241e-03
9.232323232323233597e+00 9.503747199961373182e-01 1.618790374689908816e-03
9.313131313131313149e+00 9.333956749416787435e-01 1.590344980246107421e-03
9.393939393939394478e+00 9.215716549291059767e-01 1.566646371248999522e-03
9.474747474747475806e+00 9.174486807354367279e-01 1.549806304547772995e-03
9.555555555555557135e+00 9.193660589093116675e-01 1.538305058663523919e-03
9.636363636363636687e+00 9.230341234587616794e-01 1.528445209199457040e-03
9.717171717171718015e+00 9.380424041636672428e-01 1.528007672292384803e-03
9.797979797979799343e+00 9.465418269212620972e-01 1.522255465567099331e-03
9.878787878787878896e+00 9.573022765112105814e-01 1.518361078036241938e-03
9.959595959595960224e+00 9.709026154142008647e-01 1.516702113447930501e-03
